                  20170515 洛阳钼业 (603993)
 时间	    价格	    成交	笔数	
14:12	    4.18	      70	0	S	
14:12	    4.18	       9	0	S	
14:12	    4.18	      13	0	S	
14:12	    4.18	       5	0	S	
14:12	    4.19	     153	0	B	
14:12	    4.19	      13	0	B	
14:12	    4.18	      26	0	S	
14:12	    4.18	      81	0	S	
14:12	    4.18	      20	0	S	
14:12	    4.19	       4	0	B	
14:12	    4.19	       2	0	B	
14:13	    4.18	      10	0	S	
14:13	    4.19	       7	0	B	
14:13	    4.19	     120	0	B	
14:13	    4.19	      21	0	B	
14:13	    4.19	      22	0	B	
14:13	    4.18	      50	0	S	
14:13	    4.19	       2	0	B	
14:13	    4.19	       1	0	B	
14:13	    4.19	      41	0	B	
14:13	    4.18	      16	0	S	
14:13	    4.18	       2	0	S	
14:14	    4.19	      31	0	B	
14:14	    4.18	     111	0	S	
14:14	    4.18	     315	0	S	
14:14	    4.18	      89	0	S	
14:14	    4.18	      10	0	S	
14:14	    4.19	     328	0	B	
14:14	    4.18	     416	0	S	
14:15	    4.19	       8	0	B	
14:15	    4.19	      19	0	B	
14:15	    4.18	      29	0	S	
14:15	    4.18	       8	0	S	
14:15	    4.19	       1	0	B	
14:15	    4.18	      50	0	S	
14:15	    4.18	      84	0	S	
14:15	    4.18	      26	0	S	
14:16	    4.18	      99	0	S	
14:16	    4.18	      40	0	S	
14:16	    4.18	      50	0	S	
14:16	    4.18	      24	0	S	
14:16	    4.18	     202	0	S	
14:16	    4.18	      14	0	S	
14:16	    4.19	       1	0	B	
14:16	    4.19	       2	0	B	
14:16	    4.18	      15	0	S	
14:16	    4.19	      17	0	B	
14:17	    4.18	      30	0	S	
14:17	    4.19	      11	0	B	
14:17	    4.19	      59	0	B	
14:17	    4.19	       6	0	B	
14:17	    4.19	       2	0	B	
14:17	    4.18	     120	0	S	
14:17	    4.19	       1	0	B	
14:17	    4.18	      80	0	S	
14:17	    4.18	     100	0	S	
14:17	    4.18	      29	0	S	
14:17	    4.18	      39	0	S	
14:17	    4.18	     140	0	S	
14:18	    4.18	      93	0	S	
14:18	    4.18	      76	0	B	
14:18	    4.17	      31	0	S	
14:18	    4.18	      30	0	B	
14:18	    4.18	       2	0	B	
14:19	    4.18	      25	0	B	
14:19	    4.18	      32	0	B	
14:19	    4.18	       2	0	B	
14:19	    4.18	       8	0	B	
14:19	    4.18	      81	0	B	
14:19	    4.17	       8	0	S	
14:19	    4.18	      11	0	B	
14:19	    4.18	      11	0	B	
14:19	    4.17	      26	0	S	
14:19	    4.17	       1	0	S	
14:19	    4.18	       2	0	B	
14:20	    4.17	      32	0	S	
14:20	    4.18	       1	0	B	
14:20	    4.18	       2	0	B	
14:20	    4.17	       6	0	S	
14:20	    4.17	     306	0	S	
14:20	    4.18	       2	0	B	
14:20	    4.18	      75	0	B	
14:20	    4.18	       2	0	B	
14:20	    4.18	       2	0	B	
14:20	    4.18	       2	0	B	
14:21	    4.18	       2	0	B	
14:21	    4.18	       2	0	B	
14:21	    4.18	      17	0	B	
14:21	    4.18	       3	0	B	
14:21	    4.18	       1	0	B	
14:21	    4.17	      17	0	S	
14:21	    4.18	      16	0	B	
14:21	    4.18	       2	0	B	
14:22	    4.18	       2	0	B	
14:22	    4.18	       1	0	B	
14:22	    4.18	       2	0	B	
14:22	    4.17	       2	0	S	
14:22	    4.18	      10	0	B	
14:22	    4.18	       1	0	B	
14:22	    4.18	       2	0	B	
14:22	    4.18	       2	0	B	
14:22	    4.18	      26	0	B	
14:22	    4.18	     105	0	B	
14:22	    4.18	       1	0	B	
14:22	    4.18	       2	0	B	
14:22	    4.18	      15	0	B	
14:23	    4.17	      11	0	S	
14:23	    4.17	      10	0	S	
14:23	    4.18	       4	0	B	
14:23	    4.18	     125	0	B	
14:23	    4.18	       2	0	B	
14:23	    4.17	      10	0	S	
14:23	    4.17	      22	0	S	
14:23	    4.18	       3	0	B	
14:23	    4.17	       2	0	S	
14:23	    4.18	       2	0	B	
14:23	    4.18	       1	0	B	
14:23	    4.17	      22	0	S	
14:24	    4.18	      17	0	B	
14:24	    4.18	       2	0	B	
14:24	    4.17	      26	0	S	
14:24	    4.18	       3	0	B	
14:24	    4.18	      65	0	B	
14:24	    4.17	      24	0	S	
14:24	    4.18	       3	0	B	
14:24	    4.18	       2	0	B	
14:25	    4.18	     102	0	B	
14:25	    4.18	      28	0	B	
14:25	    4.18	       8	0	B	
14:25	    4.18	      44	0	B	
14:25	    4.17	     100	0	S	
14:25	    4.18	       7	0	B	
14:25	    4.18	      15	0	B	
14:25	    4.18	       2	0	B	
14:25	    4.18	       2	0	B	
14:25	    4.18	      35	0	B	
14:25	    4.18	       7	0	B	
14:25	    4.18	      87	0	B	
14:25	    4.18	       3	0	B	
14:26	    4.18	       2	0	B	
14:26	    4.18	     156	0	B	
14:26	    4.17	      35	0	S	
14:26	    4.17	       2	0	S	
14:26	    4.17	    1269	0	S	
14:26	    4.18	     238	0	B	
14:26	    4.18	       2	0	B	
14:26	    4.18	      55	0	B	
14:26	    4.17	      70	0	S	
14:26	    4.18	       2	0	B	
14:26	    4.17	       4	0	S	
14:26	    4.17	       1	0	S	
14:27	    4.18	       2	0	B	
14:27	    4.17	       2	0	S	
14:27	    4.18	      20	0	B	
14:27	    4.17	      50	0	S	
14:27	    4.17	       1	0	S	
14:27	    4.18	       9	0	B	
14:27	    4.17	      25	0	S	
14:27	    4.18	      27	0	B	
14:27	    4.17	      19	0	S	
14:27	    4.18	     102	0	B	
14:27	    4.18	      10	0	B	
14:27	    4.18	      11	0	B	
14:28	    4.18	      29	0	B	
14:28	    4.18	      46	0	B	
14:28	    4.18	       2	0	B	
14:28	    4.18	      60	0	B	
14:28	    4.18	       3	0	B	
14:28	    4.18	       3	0	B	
14:28	    4.18	       2	0	B	
14:28	    4.18	      29	0	B	
14:28	    4.18	     699	0	B	
14:28	    4.18	      40	0	B	
14:28	    4.17	      14	0	S	
14:28	    4.18	      23	0	B	
14:29	    4.18	       2	0	B	
14:29	    4.18	      30	0	B	
14:29	    4.18	      10	0	B	
14:29	    4.18	      15	0	B	
14:29	    4.18	       2	0	B	
14:29	    4.18	     142	0	B	
14:29	    4.17	     206	0	S	
14:29	    4.18	     229	0	B	
14:29	    4.18	      17	0	S	
14:29	    4.18	       1	0	S	
14:29	    4.18	       7	0	S	
14:29	    4.18	      28	0	S	
14:30	    4.19	       2	0	B	
14:30	    4.18	      12	0	S	
14:30	    4.18	      25	0	S	
14:30	    4.18	       1	0	S	
14:30	    4.18	     100	0	S	
14:30	    4.18	      27	0	B	
14:30	    4.18	     253	0	B	
14:30	    4.19	       1	0	B	
14:30	    4.18	      40	0	S	
14:30	    4.18	      20	0	S	
14:31	    4.19	      22	0	B	
14:31	    4.18	      75	0	S	
14:31	    4.18	      50	0	S	
14:31	    4.18	      80	0	S	
14:31	    4.18	     102	0	S	
14:31	    4.18	      13	0	S	
14:31	    4.18	     100	0	S	
14:31	    4.19	       2	0	B	
14:31	    4.19	       6	0	B	
14:31	    4.18	      24	0	S	
14:32	    4.19	       1	0	B	
14:32	    4.18	       9	0	S	
14:32	    4.18	      82	0	S	
14:32	    4.18	     218	0	S	
14:32	    4.18	      61	0	S	
14:32	    4.18	       1	0	B	
14:32	    4.18	     134	0	B	
14:32	    4.18	      28	0	B	
14:32	    4.18	       2	0	B	
14:32	    4.18	       5	0	B	
14:32	    4.17	      48	0	S	
14:32	    4.17	      11	0	S	
14:32	    4.18	     102	0	B	
14:32	    4.18	      11	0	B	
14:33	    4.18	       1	0	B	
14:33	    4.17	      15	0	S	
14:33	    4.17	      15	0	S	
14:33	    4.18	     102	0	B	
14:33	    4.18	      10	0	B	
14:33	    4.18	       2	0	B	
14:33	    4.18	    1201	0	B	
14:33	    4.17	       2	0	S	
14:33	    4.18	      25	0	B	
14:34	    4.18	       7	0	B	
14:34	    4.18	    1208	0	B	
14:34	    4.18	      20	0	S	
14:34	    4.18	     831	0	S	
14:34	    4.18	      47	0	B	
14:34	    4.18	      20	0	B	
14:34	    4.18	       2	0	B	
14:34	    4.18	    1454	0	B	
14:34	    4.18	      12	0	S	
14:34	    4.18	       5	0	S	
14:34	    4.18	      58	0	S	
14:35	    4.18	      72	0	B	
14:35	    4.18	      99	0	S	
14:35	    4.18	      29	0	S	
14:35	    4.19	     323	0	B	
14:35	    4.18	      19	0	S	
14:35	    4.18	      10	0	B	
14:35	    4.18	       2	0	B	
14:35	    4.18	     125	0	B	
14:35	    4.18	       8	0	B	
14:35	    4.18	       4	0	B	
14:35	    4.18	      20	0	B	
14:35	    4.18	      26	0	B	
14:35	    4.18	      14	0	S	
14:35	    4.18	      68	0	S	
14:36	    4.19	       2	0	B	
14:36	    4.18	     113	0	S	
14:36	    4.18	       1	0	S	
14:36	    4.18	      56	0	S	
14:36	    4.18	      18	0	S	
14:36	    4.18	     102	0	S	
14:36	    4.18	      62	0	S	
14:36	    4.18	       2	0	S	
14:36	    4.18	      77	0	S	
14:36	    4.18	      19	0	S	
14:36	    4.19	       2	0	B	
14:37	    4.19	       1	0	B	
14:37	    4.18	      13	0	S	
14:37	    4.18	      50	0	S	
14:37	    4.18	       5	0	S	
14:37	    4.18	      86	0	S	
14:37	    4.19	       4	0	B	
14:37	    4.18	      38	0	S	
14:37	    4.18	     159	0	S	
14:37	    4.18	       3	0	S	
14:37	    4.18	      13	0	S	
14:37	    4.19	       8	0	B	
14:38	    4.19	       1	0	B	
14:38	    4.18	     167	0	S	
14:38	    4.18	       1	0	S	
14:38	    4.19	       2	0	B	
14:38	    4.19	       2	0	B	
14:38	    4.18	      23	0	S	
14:38	    4.18	      24	0	S	
14:38	    4.19	       2	0	B	
14:39	    4.19	       2	0	B	
14:39	    4.18	      41	0	S	
14:39	    4.19	       2	0	B	
14:39	    4.19	      35	0	B	
14:39	    4.18	    1783	0	S	
14:39	    4.19	     300	0	B	
14:39	    4.19	     200	0	B	
14:39	    4.18	      20	0	S	
14:39	    4.18	     100	0	S	
14:39	    4.18	      21	0	S	
14:39	    4.18	     110	0	S	
14:39	    4.18	      10	0	B	
14:39	    4.18	     316	0	B	
14:40	    4.18	       2	0	B	
14:40	    4.18	      50	0	S	
14:40	    4.18	      10	0	S	
14:40	    4.18	       5	0	S	
14:40	    4.18	     102	0	S	
14:40	    4.19	       1	0	B	
14:40	    4.18	      40	0	S	
14:40	    4.18	      46	0	S	
14:40	    4.18	      88	0	S	
14:40	    4.18	      11	0	S	
14:40	    4.19	       5	0	B	
14:40	    4.19	       8	0	B	
14:41	    4.18	     375	0	S	
14:41	    4.19	      38	0	B	
14:41	    4.18	     104	0	S	
14:41	    4.18	      50	0	S	
14:41	    4.19	       4	0	B	
14:41	    4.18	      20	0	S	
14:41	    4.18	       5	0	S	
14:41	    4.18	     102	0	S	
14:41	    4.18	       5	0	B	
14:41	    4.18	     117	0	B	
14:41	    4.18	      10	0	B	
14:41	    4.18	      24	0	B	
14:41	    4.18	     190	0	B	
14:41	    4.17	      42	0	S	
14:41	    4.18	     105	0	B	
14:41	    4.18	       6	0	B	
14:42	    4.18	      31	0	B	
14:42	    4.18	      54	0	B	
14:42	    4.18	      41	0	B	
14:42	    4.18	     181	0	B	
14:42	    4.18	      13	0	B	
14:42	    4.18	       2	0	B	
14:42	    4.18	     230	0	B	
14:42	    4.18	      40	0	S	
14:42	    4.19	       6	0	B	
14:42	    4.19	      28	0	B	
14:42	    4.18	      10	0	S	
14:42	    4.18	      10	0	S	
14:42	    4.19	      12	0	B	
14:42	    4.18	     223	0	S	
14:42	    4.18	       2	0	S	
14:42	    4.18	     108	0	S	
14:43	    4.18	      69	0	S	
14:43	    4.18	      12	0	S	
14:43	    4.18	       1	0	S	
14:43	    4.19	       4	0	B	
14:43	    4.18	     156	0	S	
14:43	    4.18	     373	0	S	
14:43	    4.19	       1	0	B	
14:43	    4.19	       2	0	B	
14:43	    4.19	       6	0	B	
14:43	    4.18	      15	0	S	
14:43	    4.18	      32	0	S	
14:43	    4.18	      18	0	S	
14:43	    4.19	       2	0	B	
14:43	    4.19	       1	0	B	
14:44	    4.19	       4	0	B	
14:44	    4.18	      12	0	S	
14:44	    4.19	      61	0	B	
14:44	    4.19	       5	0	B	
14:44	    4.19	      72	0	B	
14:44	    4.18	     158	0	S	
14:44	    4.19	      12	0	B	
14:44	    4.18	       5	0	S	
14:44	    4.19	       2	0	B	
14:44	    4.18	      20	0	S	
14:44	    4.18	       9	0	S	
14:45	    4.18	       7	0	S	
14:45	    4.19	       1	0	B	
14:45	    4.19	      65	0	B	
14:45	    4.18	      38	0	S	
14:45	    4.18	      62	0	S	
14:45	    4.18	       3	0	S	
14:45	    4.18	      20	0	S	
14:45	    4.19	       4	0	B	
14:45	    4.18	      28	0	S	
14:45	    4.18	      40	0	S	
14:45	    4.18	      22	0	S	
14:45	    4.18	      13	0	S	
14:45	    4.18	      77	0	S	
14:46	    4.18	     502	0	S	
14:46	    4.18	      62	0	S	
14:46	    4.18	     505	0	S	
14:46	    4.19	     287	0	B	
14:46	    4.18	      36	0	S	
14:46	    4.18	      59	0	S	
14:46	    4.18	     727	0	S	
14:46	    4.18	      21	0	B	
14:46	    4.17	      12	0	S	
14:46	    4.18	       2	0	B	
14:46	    4.18	       2	0	B	
14:46	    4.17	      62	0	S	
14:47	    4.18	      75	0	B	
14:47	    4.18	     148	0	B	
14:47	    4.18	      25	0	B	
14:47	    4.17	      50	0	S	
14:47	    4.18	     140	0	B	
14:47	    4.18	       2	0	B	
14:47	    4.17	      22	0	S	
14:47	    4.18	       2	0	B	
14:47	    4.17	      60	0	S	
14:48	    4.18	       2	0	B	
14:48	    4.17	      24	0	S	
14:48	    4.17	      40	0	S	
14:48	    4.17	       8	0	S	
14:48	    4.18	       2	0	B	
14:48	    4.17	       5	0	S	
14:48	    4.17	      34	0	S	
14:48	    4.18	      15	0	B	
14:48	    4.17	      93	0	S	
14:48	    4.17	      20	0	S	
14:48	    4.17	      27	0	S	
14:49	    4.18	     190	0	B	
14:49	    4.18	      43	0	B	
14:49	    4.18	      33	0	B	
14:49	    4.17	      60	0	S	
14:49	    4.17	      40	0	S	
14:49	    4.18	      37	0	B	
14:49	    4.18	     200	0	B	
14:49	    4.17	      40	0	S	
14:49	    4.18	       5	0	B	
14:49	    4.17	     104	0	S	
14:49	    4.17	       9	0	S	
14:49	    4.17	       6	0	S	
14:49	    4.17	       5	0	S	
14:49	    4.17	      30	0	S	
14:49	    4.18	      26	0	B	
14:49	    4.17	       2	0	S	
14:49	    4.18	       2	0	B	
14:49	    4.17	      30	0	S	
14:50	    4.17	       2	0	S	
14:50	    4.18	       2	0	B	
14:50	    4.18	       6	0	B	
14:50	    4.18	      35	0	B	
14:50	    4.17	       3	0	S	
14:50	    4.17	      10	0	S	
14:50	    4.18	      61	0	B	
14:50	    4.18	     100	0	B	
14:50	    4.18	       1	0	B	
14:50	    4.18	      51	0	B	
14:50	    4.17	      18	0	S	
14:50	    4.17	      20	0	S	
14:50	    4.17	     110	0	S	
14:50	    4.17	      32	0	S	
14:50	    4.17	     164	0	S	
14:51	    4.17	      22	0	S	
14:51	    4.17	      10	0	S	
14:51	    4.18	       2	0	B	
14:51	    4.17	      44	0	S	
14:51	    4.17	     546	0	S	
14:51	    4.18	       5	0	B	
14:51	    4.17	      26	0	S	
14:51	    4.17	     209	0	S	
14:51	    4.17	      21	0	S	
14:51	    4.18	      12	0	B	
14:51	    4.17	     410	0	S	
14:51	    4.17	      30	0	S	
14:51	    4.17	      18	0	S	
14:51	    4.17	     107	0	S	
14:51	    4.17	     159	0	S	
14:51	    4.18	      12	0	B	
14:51	    4.17	       6	0	S	
14:51	    4.17	      37	0	S	
14:52	    4.18	     102	0	B	
14:52	    4.18	     117	0	B	
14:52	    4.18	     123	0	B	
14:52	    4.17	    2013	0	S	
14:52	    4.17	      51	0	S	
14:52	    4.17	      33	0	S	
14:52	    4.17	     636	0	S	
14:52	    4.18	     246	0	B	
14:52	    4.17	       7	0	S	
14:52	    4.17	      53	0	S	
14:52	    4.17	      96	0	S	
14:52	    4.18	     100	0	B	
14:52	    4.18	     477	0	B	
14:52	    4.17	      46	0	S	
14:53	    4.17	      56	0	S	
14:53	    4.18	      95	0	B	
14:53	    4.17	       5	0	S	
14:53	    4.18	       2	0	B	
14:53	    4.17	       1	0	S	
14:53	    4.18	     188	0	B	
14:53	    4.17	     156	0	S	
14:53	    4.17	     356	0	S	
14:53	    4.17	      26	0	S	
14:53	    4.17	     316	0	S	
14:53	    4.17	      18	0	S	
14:53	    4.17	       8	0	S	
14:53	    4.18	       5	0	B	
14:53	    4.18	     258	0	B	
14:54	    4.18	       2	0	B	
14:54	    4.17	     148	0	S	
14:54	    4.17	      78	0	S	
14:54	    4.17	      83	0	S	
14:54	    4.17	      27	0	S	
14:54	    4.18	      22	0	B	
14:54	    4.17	       2	0	S	
14:54	    4.18	     114	0	B	
14:54	    4.17	     189	0	S	
14:54	    4.17	     500	0	S	
14:54	    4.17	     358	0	S	
14:54	    4.18	      69	0	B	
14:54	    4.17	      30	0	S	
14:55	    4.17	      51	0	S	
14:55	    4.18	     594	0	B	
14:55	    4.17	      51	0	S	
14:55	    4.17	     100	0	S	
14:55	    4.18	     119	0	B	
14:55	    4.18	       7	0	B	
14:55	    4.18	      25	0	B	
14:55	    4.17	     500	0	S	
14:55	    4.17	       3	0	S	
14:55	    4.18	      32	0	B	
14:55	    4.18	       4	0	B	
14:55	    4.18	     258	0	B	
14:55	    4.18	      76	0	B	
14:55	    4.18	     184	0	B	
14:55	    4.17	     119	0	S	
14:55	    4.18	      14	0	B	
14:55	    4.17	      10	0	S	
14:56	    4.18	      40	0	B	
14:56	    4.17	      68	0	S	
14:56	    4.18	      51	0	B	
14:56	    4.18	      82	0	B	
14:56	    4.17	       4	0	S	
14:56	    4.18	      31	0	B	
14:56	    4.17	      20	0	S	
14:56	    4.17	      73	0	S	
14:56	    4.18	     594	0	B	
14:56	    4.18	      10	0	B	
14:56	    4.17	      13	0	S	
14:56	    4.18	      60	0	B	
14:56	    4.18	      15	0	B	
14:56	    4.17	     200	0	S	
14:56	    4.17	       2	0	S	
14:56	    4.18	       4	0	B	
14:56	    4.17	      46	0	S	
14:56	    4.18	       2	0	B	
14:56	    4.18	      73	0	B	
14:57	    4.18	      91	0	B	
14:57	    4.17	     194	0	S	
14:57	    4.17	      18	0	S	
14:57	    4.18	      36	0	B	
14:57	    4.18	      36	0	B	
14:57	    4.17	      77	0	S	
14:57	    4.18	     431	0	B	
14:57	    4.17	      30	0	S	
14:57	    4.17	     429	0	S	
14:57	    4.17	     157	0	S	
14:57	    4.17	     123	0	S	
14:57	    4.18	      43	0	B	
14:57	    4.18	       1	0	B	
14:57	    4.17	      29	0	S	
14:57	    4.17	     921	0	S	
14:57	    4.17	      27	0	B	
14:57	    4.17	     182	0	B	
14:57	    4.17	      20	0	B	
14:57	    4.17	      32	0	B	
14:58	    4.17	      43	0	B	
14:58	    4.17	     125	0	B	
14:58	    4.17	      71	0	B	
14:58	    4.17	       1	0	B	
14:58	    4.17	      69	0	B	
14:58	    4.18	       2	0	B	
14:58	    4.17	      76	0	S	
14:58	    4.17	      10	0	S	
14:58	    4.17	      50	0	S	
14:58	    4.18	      73	0	B	
14:58	    4.17	     389	0	S	
14:58	    4.17	       3	0	S	
14:58	    4.17	       8	0	S	
14:58	    4.17	      15	0	S	
14:58	    4.17	      67	0	S	
14:58	    4.18	       1	0	B	
14:58	    4.18	      21	0	B	
14:58	    4.17	     389	0	S	
14:59	    4.17	     229	0	S	
14:59	    4.17	      48	0	S	
14:59	    4.18	      75	0	B	
14:59	    4.18	      81	0	B	
14:59	    4.17	     315	0	S	
14:59	    4.17	      19	0	S	
14:59	    4.17	      10	0	S	
14:59	    4.17	      43	0	S	
14:59	    4.17	      10	0	S	
14:59	    4.18	     295	0	B	
14:59	    4.18	      96	0	B	
14:59	    4.17	      54	0	S	
14:59	    4.17	    1468	0	S	
14:59	    4.18	       5	0	B	
14:59	    4.18	      15	0	B	
15:00	    4.17	      11	0	S	
15:00	    4.18	       0	0	S	
数据来源:通达信
